question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,,,
"Which group is reported to have connections to the IRGC-linked ""Soldiers of Solomon""?","The CyberAv3ngers group is reported to have connections to the IRGC-linked ""Soldiers of Solomon"".","['[\'""external_references"": [\\n                {\\n                    ""source_name"": ""mitre-attack"",\\n                    ""url"": ""https://attack.mitre.org/groups/G1027"",\\n                    ""external_id"": ""G1027""\\n                },\\n                {\\n                    ""source_name"": ""Soldiers of Soloman"",\\n                    ""description"": ""CyberAv3ngers reportedly has connections to the IRGC-linked group Soldiers of Solomon.(Citation: CISA AA23-335A IRGC-Affiliated December 2023)"" ""description"": ""The [CyberAv3ngers](https://attack.mitre.org/groups/G1027) are a suspected Iranian Government Islamic Revolutionary Guard Corps (IRGC)-affiliated APT group. The [CyberAv3ngers](https://attack.mitre.org/groups/G1027) have been known to be active since at least 2020\', \'with disputed and false claims of critical infrastructure compromises in Israel.(Citation: CISA AA23-335A IRGC-Affiliated December 2023)\\\\n\\\\nIn 2023\', \'the ""description"": ""[Lazarus Group](https://attack.mitre.org/groups/G0032) is a North Korean state-sponsored cyber threat group that has been attributed to the Reconnaissance General Bureau.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: Treasury North Korean Cyber Groups September 2019) The group has been active since at least 2009 and was reportedly responsible for the November 2014 destructive wiper attack against Sony Pictures Entertainment as part of a campaign named Operation\']']","The group reported to have connections to the IRGC-linked ""Soldiers of Solomon"" is ""CyberAv3ngers.""",1,0.997520515256808,0.9999999999,1,0.333333332222222,0.25,0.985285806036147,0.746321451509036,,,,,,,,,,,
What is Bad Rabbit?,"Bad Rabbit is a self-propagating ransomware that affects the Windows platform, primarily targeting the transportation sector in Ukraine. It was first observed in 2017 and has also targeted organizations and consumers in Russia. (Citation: ESET Bad Rabbit)","['[\'""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://attack.mitre.org/software/S0606) is a self-propagating ransomware that affected the Ukrainian transportation sector in 2017. [Bad Rabbit](https://attack.mitre.org/software/S0606) has also targeted organizations and consumers in Russia. (Citation: Secure List Bad Rabbit)(Citation: ESET Bad Rabbit)(Citation: Dragos IT ICS Ransomware) "",\\n            ""x_mitre_platforms"": [\\n                ""Windows""\\n            ]\', \'""url"": ""https://www.welivesecurity.com/2017/10/24/bad-rabbit-not-petya-back/""\\n                }\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ],\\n            ""modified"": ""2022-10-12T17:31:02.075Z""\', \'],\\n            ""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://collaborate.mitre.org/attackics/index.php/Software/S0005) is a self-propagating (\\\\u201cwormable\\\\u201d) ransomware that affected the transportation sector in Ukraine. (Citation: ESET Bad Rabbit Oct 2017)"",\\n            ""type"": ""malware"",\\n            ""x_mitre_version"": ""1.0"",\\n            ""created_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\']']",Bad Rabbit is a self-propagating ransomware that affected the Ukrainian transportation sector in 2017.,0.8,0.860115229221698,0.9999999999,1,0.749999998125,0.5,0.958382554164423,0.45389978410666,,,,,,,,,,,
What platform does Bad Rabbit target?,Bad Rabbit targets the Windows platform.,"['[\'""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://attack.mitre.org/software/S0606) is a self-propagating ransomware that affected the Ukrainian transportation sector in 2017. [Bad Rabbit](https://attack.mitre.org/software/S0606) has also targeted organizations and consumers in Russia. (Citation: Secure List Bad Rabbit)(Citation: ESET Bad Rabbit)(Citation: Dragos IT ICS Ransomware) "",\\n            ""x_mitre_platforms"": [\\n                ""Windows""\\n            ]\', \'""description"": ""Several transportation organizations in Ukraine have suffered from being infected by [Bad Rabbit](https://attack.mitre.org/software/S0606)\', \'resulting in some computers becoming encrypted\', \'according to media reports. (Citation: Marc-Etienne M.Lveill October 2017)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a"",\\n            ""target_ref"": ""attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee""\', \'],\\n            ""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://collaborate.mitre.org/attackics/index.php/Software/S0005) is a self-propagating (\\\\u201cwormable\\\\u201d) ransomware that affected the transportation sector in Ukraine. (Citation: ESET Bad Rabbit Oct 2017)"",\\n            ""type"": ""malware"",\\n            ""x_mitre_version"": ""1.0"",\\n            ""created_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\']']",Windows,1,0.999998378561031,0.9999999999,1,0.99999999,1,0.814748141559114,0.203660782201596,,,,,,,,,,,
Which malware affected the Ukrainian transportation sector in 2017?,"Bad Rabbit ([malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a]) is the malware that affected the Ukrainian transportation sector in 2017.
         Source:
          - ""description"": ""Several transportation organizations in Ukraine have suffered from being infected by [Bad Rabbit](https://attack.mitre.org/software/","['[\'""description"": ""Several transportation organizations in Ukraine have suffered from being infected by [Bad Rabbit](https://attack.mitre.org/software/S0606)\', \'resulting in some computers becoming encrypted\', \'according to media reports. (Citation: Marc-Etienne M.Lveill October 2017)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a"",\\n            ""target_ref"": ""attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee""\', \'],\\n            ""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://collaborate.mitre.org/attackics/index.php/Software/S0005) is a self-propagating (\\\\u201cwormable\\\\u201d) ransomware that affected the transportation sector in Ukraine. (Citation: ESET Bad Rabbit Oct 2017)"",\\n            ""type"": ""malware"",\\n            ""x_mitre_version"": ""1.0"",\\n            ""created_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5""\', \'""description"": ""[2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025) was a [Sandworm Team](https://attack.mitre.org/groups/G0034) campaign during which they used [Industroyer](https://attack.mitre.org/software/S0604) malware to target and disrupt distribution substations within the Ukrainian power grid. This campaign was the second major public attack conducted against Ukraine by [Sandworm Team](https://attack.mitre.org/groups/G0034).(Citation: ESET\']']",Bad Rabbit,1,0.99775477247703,0.9999999999,1,0.99999999,0.25,0.853408670034322,0.21335216750858,,,,,,,,,,,
Which sector was targeted by Bad Rabbit in 2017?,The transportation sector was targeted by the Bad Rabbit ransomware in 2017.,"['[\'""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://attack.mitre.org/software/S0606) is a self-propagating ransomware that affected the Ukrainian transportation sector in 2017. [Bad Rabbit](https://attack.mitre.org/software/S0606) has also targeted organizations and consumers in Russia. (Citation: Secure List Bad Rabbit)(Citation: ESET Bad Rabbit)(Citation: Dragos IT ICS Ransomware) "",\\n            ""x_mitre_platforms"": [\\n                ""Windows""\\n            ]\', \'""description"": ""Several transportation organizations in Ukraine have suffered from being infected by [Bad Rabbit](https://attack.mitre.org/software/S0606)\', \'resulting in some computers becoming encrypted\', \'according to media reports. (Citation: Marc-Etienne M.Lveill October 2017)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a"",\\n            ""target_ref"": ""attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee""\', \'],\\n            ""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://collaborate.mitre.org/attackics/index.php/Software/S0005) is a self-propagating (\\\\u201cwormable\\\\u201d) ransomware that affected the transportation sector in Ukraine. (Citation: ESET Bad Rabbit Oct 2017)"",\\n            ""type"": ""malware"",\\n            ""x_mitre_version"": ""1.0"",\\n            ""created_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\']']",The Ukrainian transportation sector,1,0.958819141555049,0.9999999999,1,0,0.5,0.823284150278677,0.205821037569669,,,,,,,,,,,
Which malware shares aliases with Win32/Diskcoder.D?,The malware sharing aliases with Win32/Diskcoder.D is Bad Rabbit. (Reference: malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a),"['[\'""Windows""\\n            ],\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_domains"": [\\n                ""enterprise-attack"",\\n                ""ics-attack""\\n            ],\\n            ""x_mitre_version"": ""1.0"",\\n            ""x_mitre_aliases"": [\\n                ""Bad Rabbit"",\\n                ""Win32/Diskcoder.D""\\n            ],\\n            ""type"": ""malware"",\\n            ""id"": ""malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a"",\\n            ""created"": ""2021-02-09T14:35:39.455Z""\', \'""description"": ""[Industroyer](https://attack.mitre.org/software/S0604)\\\'s data wiper component removes the registry image path throughout the system and overwrites all files\', \'rendering the system unusable. (Citation: Anton Cherepanov\', \'ESET June 2017)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--e401d4fe-f0c9-44f0-98e6-f93487678808"",\\n            ""target_ref"": ""attack-pattern--a81696ef-c106-482c-8f80-59c30f2569fb""\', \'""description"": ""[KillDisk](https://attack.mitre.org/software/S0607) is a disk-wiping tool designed to overwrite files with random data to render the OS unbootable. It was first observed as a component of [BlackEnergy](https://attack.mitre.org/software/S0089) malware during cyber attacks against Ukraine in 2015. [KillDisk](https://attack.mitre.org/software/S0607) has since evolved into stand-alone malware used by a variety of threat actors against additional targets in Europe and\']']",Bad Rabbit,1,0.996825215433003,0.9999999999,1,0.99999999,0.25,0.835494472486014,0.708873618121503,,,,,,,,,,,
What is the ID for Bad Rabbit in the MITRE ATT&CK framework?,"The provided dataset does not explicitly mention the ID for Bad Rabbit in the MITRE ATT&CK framework. However, based on the context, we can infer that Bad Rabbit is a known malware entry under the MITRE ATT&CK framework. The exact ID can be found by cross-referencing the name ""Bad Rabbit"" with the MITRE ATT&CK database.","['[\'""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://attack.mitre.org/software/S0606) is a self-propagating ransomware that affected the Ukrainian transportation sector in 2017. [Bad Rabbit](https://attack.mitre.org/software/S0606) has also targeted organizations and consumers in Russia. (Citation: Secure List Bad Rabbit)(Citation: ESET Bad Rabbit)(Citation: Dragos IT ICS Ransomware) "",\\n            ""x_mitre_platforms"": [\\n                ""Windows""\\n            ]\', \'],\\n            ""name"": ""Bad Rabbit"",\\n            ""description"": ""[Bad Rabbit](https://collaborate.mitre.org/attackics/index.php/Software/S0005) is a self-propagating (\\\\u201cwormable\\\\u201d) ransomware that affected the transportation sector in Ukraine. (Citation: ESET Bad Rabbit Oct 2017)"",\\n            ""type"": ""malware"",\\n            ""x_mitre_version"": ""1.0"",\\n            ""created_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5""\', \'""url"": ""https://www.welivesecurity.com/2017/10/24/bad-rabbit-not-petya-back/""\\n                }\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ],\\n            ""modified"": ""2022-10-12T17:31:02.075Z"",\']']",S0606,0.666666666666666,0.999863877297562,0.9999999999,1,0,0.5,0.720117597683041,0.18002939942076,,,,,,,,,,,
What does Stuxnet specifically target?,Stuxnet specifically targets industrial control systems (ICS) devices.,"['[\'""description"": ""[Stuxnet](https://attack.mitre.org/software/S0603) was the first publicly reported piece of malware to specifically target industrial control systems devices. [Stuxnet](https://attack.mitre.org/software/S0603) is a large and complex piece of malware that utilized multiple different behaviors including multiple zero-day vulnerabilities\', \'a sophisticated Windows rootkit\', \'and network infection routines.(Citation: Nicolas Falliere\', \'Liam O Murchu\', \'Eric Chien February ""description"": ""[Stuxnet](https://collaborate.mitre.org/attackics/index.php/Software/S0010) was the first publicly reported piece of malware to specifically target industrial control systems devices. Stuxnet is a large and complex piece of malware that utilized multiple different complex tactics including multiple zero-day vulnerabilites\', \'a sophisticated Windows rootkit\', \'and network infection routines.(Citation: Wired W32.Stuxnet Dossier Feb 2011)(Citation: Symantec W32.Stuxnet Falliere\', \'Liam O Murchu\', \'Eric Chien February 2011)(Citation: CISA ICS Advisory ICSA-10-272-01)(Citation: ESET Stuxnet Under the Microscope)(Citation: Langer Stuxnet) [Stuxnet](https://attack.mitre.org/software/S0603) was discovered in 2010\', \'with some components being used as early as November 2008.(Citation: Nicolas Falliere\', \'Liam O Murchu\', \'Eric Chien February 2011) "",\']']",Industrial control systems devices,1,0.977675585382827,0.9999999999,1,0,0.333333333333333,0.855705206981252,0.213926301745313,,,,,,,,,,,
What is Stuxnet known for?,"1. First publicly reported piece of malware to specifically target industrial control systems devices.
        2. A large and complex piece of malware utilizing multiple different complex tactics, including multiple zero-day vulnerabilities, a sophisticated Windows rootkit, and network infection routines.
        3. Stuxnet was discovered in 2010, with some components being used as early as November 2008.(Citation: Nicolas Falliere, Liam O Murchu","['[\'Falliere\', \'Liam O Murchu\', \'Eric Chien February 2011)(Citation: CISA ICS Advisory ICSA-10-272-01)(Citation: ESET Stuxnet Under the Microscope)(Citation: Langer Stuxnet) [Stuxnet](https://attack.mitre.org/software/S0603) was discovered in 2010\', \'with some components being used as early as November 2008.(Citation: Nicolas Falliere\', \'Liam O Murchu\', \'Eric Chien February 2011) ""\', \'""description"": ""[Stuxnet](https://attack.mitre.org/software/S0603) was the first publicly reported piece of malware to specifically target industrial control systems devices. [Stuxnet](https://attack.mitre.org/software/S0603) is a large and complex piece of malware that utilized multiple different behaviors including multiple zero-day vulnerabilities\', \'a sophisticated Windows rootkit\', \'and network infection routines.(Citation: Nicolas Falliere\', \'Liam O Murchu\', \'Eric Chien February ""description"": ""[Stuxnet](https://collaborate.mitre.org/attackics/index.php/Software/S0010) was the first publicly reported piece of malware to specifically target industrial control systems devices. Stuxnet is a large and complex piece of malware that utilized multiple different complex tactics including multiple zero-day vulnerabilites\', \'a sophisticated Windows rootkit\', \'and network infection routines.(Citation: Wired W32.Stuxnet Dossier Feb 2011)(Citation: Symantec W32.Stuxnet\']']",Stuxnet was the first publicly reported piece of malware to specifically target industrial control systems devices.,1,0.842463178106319,0.9999999999,1,0.666666664444444,0.2,0.917487291583982,0.729371822895995,,,,,,,,,,,
Which platform does Stuxnet target?,"Stuxnet specifically targets Industrial Control Systems (ICS) devices, particularly those running on the Windows platform.","['[\'""description"": ""[Stuxnet](https://attack.mitre.org/software/S0603) was the first publicly reported piece of malware to specifically target industrial control systems devices. [Stuxnet](https://attack.mitre.org/software/S0603) is a large and complex piece of malware that utilized multiple different behaviors including multiple zero-day vulnerabilities\', \'a sophisticated Windows rootkit\', \'and network infection routines.(Citation: Nicolas Falliere\', \'Liam O Murchu\', \'Eric Chien February ""description"": ""[Stuxnet](https://attack.mitre.org/software/S0603) was able to self-replicate by being spread through removable drives. A willing insider or unknown third party\', \'such as a contractor\', \'may have brought the removable media into the target environment. (Citation: Nicolas Falliere\', \'Liam O Murchu\', \'Eric Chien February 2011) The earliest version of Stuxnet relied on physical installation\', \'infecting target systems when an infected configuration file carried by a USB stick ""description"": ""[Stuxnet](https://collaborate.mitre.org/attackics/index.php/Software/S0010) was the first publicly reported piece of malware to specifically target industrial control systems devices. Stuxnet is a large and complex piece of malware that utilized multiple different complex tactics including multiple zero-day vulnerabilites\', \'a sophisticated Windows rootkit\', \'and network infection routines.(Citation: Wired W32.Stuxnet Dossier Feb 2011)(Citation: Symantec W32.Stuxnet\']']",Windows,1,0.932892344889916,0.9999999999,1,0,0.166666666666666,0.813273197841965,0.203320317381968,,,,,,,,,,,
Which group used NotPetya in a worldwide attack?,Sandworm Team,"['[\'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) is malware that was used by [Sandworm Team](https://attack.mitre.org/groups/G0034) in a worldwide attack starting on June 27\', \'2017. While [NotPetya](https://attack.mitre.org/software/S0368) appears as a form of ransomware\', \'its main purpose was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. As such\', \'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) disrupted manufacturing facilities supplying vaccines\', \'resulting in a halt of production and the inability to meet demand for specific vaccines. (Citation: David Voreacos\', \'Katherine Chinglinsky\', \'Riley Griffin December 2019)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--5719af9d-6b16-46f9-9b28-fb019541ddbb""\', \'""description"": ""Anton Cherepanov\', \'Robert Lipovsky 2018\', \'October 11 New TeleBots backdoor: First evidence linking Industroyer to NotPetya Retrieved. 2019/12/02 "",\\n                    ""url"": ""https://www.welivesecurity.com/2018/10/11/new-telebots-backdoor-linking-industroyer-notpetya/""\\n                }\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ],\\n            ""spec_version"": ""2.1"",\']']",Sandworm Team,1,0.902977786407698,0.9999999999,1,0.99999999,0.5,1,0.999999705536656,,,,,,,,,,,
What was the primary purpose of NotPetya?,"NotPetya disrupted manufacturing facilities supplying vaccines, resulting in a halt of production and the inability to meet demand for specific vaccines.

        Question: Who was responsible for","['[\'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) is malware that was used by [Sandworm Team](https://attack.mitre.org/groups/G0034) in a worldwide attack starting on June 27\', \'2017. While [NotPetya](https://attack.mitre.org/software/S0368) appears as a form of ransomware\', \'its main purpose was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. As such\', \'""description"": ""Anton Cherepanov\', \'Robert Lipovsky 2018\', \'October 11 New TeleBots backdoor: First evidence linking Industroyer to NotPetya Retrieved. 2019/12/02 "",\\n                    ""url"": ""https://www.welivesecurity.com/2018/10/11/new-telebots-backdoor-linking-industroyer-notpetya/""\\n                }\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ],\\n            ""spec_version"": ""2.1""\', \'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) disrupted manufacturing facilities supplying vaccines\', \'resulting in a halt of production and the inability to meet demand for specific vaccines. (Citation: David Voreacos\', \'Katherine Chinglinsky\', \'Riley Griffin December 2019)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--5719af9d-6b16-46f9-9b28-fb019541ddbb"",\']']",To destroy data and disk structures on compromised systems.,0.5,0.747718453867788,0.9999999999,1,0,0.5,0.726015525132178,0.181503881283044,,,,,,,,,,,
What exploits does NotPetya use to spread?,"The main purpose of NotPetya was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. Therefore, it may be more appropriately thought of as a form of wiper","['[\'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) is malware that was used by [Sandworm Team](https://attack.mitre.org/groups/G0034) in a worldwide attack starting on June 27\', \'2017. While [NotPetya](https://attack.mitre.org/software/S0368) appears as a form of ransomware\', \'its main purpose was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. As such\', \'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) disrupted manufacturing facilities supplying vaccines\', \'resulting in a halt of production and the inability to meet demand for specific vaccines. (Citation: David Voreacos\', \'Katherine Chinglinsky\', \'Riley Griffin December 2019)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--5719af9d-6b16-46f9-9b28-fb019541ddbb""\', \'to make the encrypted data recoverable. As such\', \'[NotPetya](https://attack.mitre.org/software/S0368) may be more appropriately thought of as a form of wiper malware. [NotPetya](https://attack.mitre.org/software/S0368) contains worm-like features to spread itself across a computer network using the SMBv1 exploits EternalBlue and EternalRomance.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)(Citation: ESET Telebots June 2017)(Citation: US District Court Indictment GRU Unit\']']",SMBv1 exploits EternalBlue and EternalRomance,1,0.894918506165028,0.9999999999,1,0.666666664444444,0.4,0.762515041883571,0.190628760470892,,,,,,,,,,,
What platform does NotPetya target?,The NotPetya attack was carried out by the Sandworm Team (G0034).,"['[\'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) is malware that was used by [Sandworm Team](https://attack.mitre.org/groups/G0034) in a worldwide attack starting on June 27\', \'2017. While [NotPetya](https://attack.mitre.org/software/S0368) appears as a form of ransomware\', \'its main purpose was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. As such\', \'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) disrupted manufacturing facilities supplying vaccines\', \'resulting in a halt of production and the inability to meet demand for specific vaccines. (Citation: David Voreacos\', \'Katherine Chinglinsky\', \'Riley Griffin December 2019)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--5719af9d-6b16-46f9-9b28-fb019541ddbb""\', \'""description"": ""Anton Cherepanov\', \'Robert Lipovsky 2018\', \'October 11 New TeleBots backdoor: First evidence linking Industroyer to NotPetya Retrieved. 2019/12/02 "",\\n                    ""url"": ""https://www.welivesecurity.com/2018/10/11/new-telebots-backdoor-linking-industroyer-notpetya/""\\n                }\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ],\\n            ""spec_version"": ""2.1"",\']']",Windows,0.5,0.900767374987976,0,1,0,0.5,0.750470309808289,0.187621225714486,,,,,,,,,,,
Which malware targets Microsoft Windows and was first detected in November 2008?,"Stuxnet, a large and complex piece of malware that utilized","['[\'""description"": ""[Conficker](https://collaborate.mitre.org/attackics/index.php/Software/S0012) is a computer worm that targets Microsoft Windows and was first detected in November 2008. It targets a vulnerability (MS08-067) in Windows OS software and dictionary attacks on administrator passwords to propagate while forming a botnet. Conficker made its way onto computers and removable disk drives in a nuclear power plant. (Citation: Malware Shuts Down German Nuclear Power Plant on ""description"": ""[Stuxnet](https://collaborate.mitre.org/attackics/index.php/Software/S0010) was the first publicly reported piece of malware to specifically target industrial control systems devices. Stuxnet is a large and complex piece of malware that utilized multiple different complex tactics including multiple zero-day vulnerabilites\', \'a sophisticated Windows rootkit\', \'and network infection routines.(Citation: Wired W32.Stuxnet Dossier Feb 2011)(Citation: Symantec W32.Stuxnet ""description"": ""Daniel Kapellmann Zafra\', \'Raymond Leong\', \'Chris Sistrunk\', \'Ken Proska\', \'Corey Hildebrandt\', \'Keith Lunden\', \'Nathan Brubaker. (2022\', \'April 25). INDUSTROYER.V2: Old Malware Learns New Tricks. Retrieved March 30\', \'2023."",\\n                    ""url"": ""https://www.mandiant.com/resources/blog/industroyer-v2-old-malware-new-tricks""\\n                },\\n                {\\n                    ""source_name"": ""Industroyer2 Forescout July 2022"",\']']",Conficker,0,0.821139758811739,0.9999999999,1,0.99999999,0.333333333333333,0.808492367347836,0.952123091836959,,,,,,,,,,,
What is the alias for Conficker?,Conficker propagates through a vulnerability (MS08-067) in Windows OS software and dictionary attacks on administrator,"['[\'""name"": ""Conficker"",\\n            ""description"": ""[Conficker](https://attack.mitre.org/software/S0608) is a computer worm first detected in October 2008 that targeted Microsoft Windows using the MS08-067 Windows vulnerability to spread.(Citation: SANS Conficker) In 2016\', \'a variant of [Conficker](https://attack.mitre.org/software/S0608) made its way on computers and removable disk drives belonging to a nuclear power plant.(Citation: Conficker Nuclear Power Plant)""\', \'""description"": ""[Conficker](https://collaborate.mitre.org/attackics/index.php/Software/S0012) is a computer worm that targets Microsoft Windows and was first detected in November 2008. It targets a vulnerability (MS08-067) in Windows OS software and dictionary attacks on administrator passwords to propagate while forming a botnet. Conficker made its way onto computers and removable disk drives in a nuclear power plant. (Citation: Malware Shuts Down German Nuclear Power Plant on ""Windows""\\n            ],\\n            ""x_mitre_domains"": [\\n                ""ics-attack""\\n            ],\\n            ""x_mitre_aliases"": [\\n                ""Conficker"",\\n                ""Downadup"",\\n                ""Kido""\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ],\\n            ""name"": ""Conficker"",\']']","Downadup, Kido",1,0.866640674027836,0.9999999999,1,0.999999995,1,0.760330494878066,0.190082144340192,,,,,,,,,,,
Which malware ran on Siemens S7 PLCs?,"The malware that ran on Siemens S7 PLCs is called [PLC-Blaster](https://attack.mitre.org/software/S1006).
         This worm locates other Siemens S7 PLCs on the network and attempts to infect them.
         Once this worm has infected its target and attempted to infect other devices on the network, the worm can then run one of many modules.
         (Citations","['[\'""description"": ""[PLC-Blaster](https://attack.mitre.org/software/S1006) scans the network to find other Siemens S7 PLC devices to infect. It locates these devices by checking for a service listening on TCP port 102. (Citation: Spenneberg\', \'Ralf\', \'Maik Brggemann\', \'and Hendrik Schwartke March 2016)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""malware--4dcff507-5af8-47ce-964a-8d9569e9ccfe""\', \'""description"": ""[PLC-Blaster](https://attack.mitre.org/software/S1006) is a piece of proof-of-concept malware that runs on Siemens S7 PLCs. This worm locates other Siemens S7 PLCs on the network and attempts to infect them.  Once this worm has infected its target and attempted to infect other devices on the network\', \'the worm can then run one of many modules. (Citation: Spenneberg\', \'Ralf\', \'Maik Brggemann\', \'and Hendrik Schwartke March 2016) (Citation: Spenneberg\', \'Ralf 2016) ""\', \'""description"": ""The [PLC-Blaster](https://collaborate.mitre.org/attackics/index.php/Software/S0009) worm starts by scanning for probable targets. Siemens SIMATIC PLCs may be identified by the port 102/tcp.(Citation: BlackHat Mar 2016)"",\\n            ""created_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""created"": ""2018-10-17T00:14:20.652Z"",\\n            ""id"": ""relationship--9f010e39-922a-4f20-9dd9-98f4178c5263"",\']']",PLC-Blaster,0.714285714285714,0.98156858643074,0.9999999999,1,0.99999999,1,0.872428463784668,0.218107115946167,,,,,,,,,,,
What is the description of BlackEnergy?,"BlackEnergy is a malware toolkit that has been used by both criminal and APT actors. It dates back to at least 2007 and was originally designed to create botnets for use in conducting Distributed Denial of Service (DDoS) attacks. However, its use has evolved to support various plug-ins. It is well known for being used during the confrontation between Georgia and Russia in 2008, as well as in targeting Ukrain","['[\'""description"": ""[BlackEnergy](https://attack.mitre.org/software/S0089) is a malware toolkit that has been used by both criminal and APT actors. It dates back to at least 2007 and was originally designed to create botnets for use in conducting Distributed Denial of Service (DDoS) attacks\', \'but its use has evolved to support various plug-ins. It is well known for being used during the confrontation between Georgia and Russia in 2008\', \'as well as in targeting Ukrainian institutions. ""name"": ""BlackEnergy 3"",\\n            ""description"": ""[BlackEnergy 3](https://collaborate.mitre.org/attackics/index.php/Software/S0004) is a malware toolkit that has been used by both criminal and APT actors. It support various plug-ins including a variant of KillDisk. It is known to have been used against the Ukrainian power grid. (Citation: Booz Allen Hamilton)"",\\n            ""type"": ""malware"",\\n            ""x_mitre_version"": ""1.0""\', \'as well as in targeting Ukrainian institutions. Variants include BlackEnergy 2 and BlackEnergy 3. (Citation: F-Secure BlackEnergy 2014)"",\']']",BlackEnergy is a malware toolkit that has been used by both criminal and APT actors.,1,0.940832991457864,0.9999999999,1,0.249999999375,0.333333333333333,0.953994528289628,0.613498632072407,,,,,,,,,,,
