question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,,,
What campaign did the Sandworm Team launch against Ukraine in 2022?,"1. The Sandworm Team launched a campaign against Ukraine in 2022 as detailed in the Mandiant-Sandworm-Ukraine-2022 report.
        2. This campaign involved a novel attack against operational technology as stated in the Mandiant-Sandworm-Ukraine-2022 report.
        3. The details of this campaign can be found in the report by Mandiant, titled ""Sandworm","['[\'""description"": ""(Citation: iSIGHT Sandworm 2014) (Citation: F-Secure BlackEnergy 2014) (Citation: InfoSecurity Sandworm Oct 2014)(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020)""\\n                },\\n                {\\n                    ""source_name"": ""Quedagh""\', \'""description"": ""Davis\', \'S. and Carr\', \'N. (2017\', \'September 21). APT33: New Insights into Iranian Cyber Espionage Group. Retrieved February 15\', \'2018."",\\n                    ""url"": ""https://www.brighttalk.com/webcast/10703/275683""\\n                },\\n                {\\n                    ""source_name"": ""Microsoft Threat Actor Naming July 2023"",\\n                    ""description"": ""Microsoft . (2023\', \'July 12). How Microsoft names threat actors. Retrieved November 17\', \'2023.""\', \'""description"": ""Hultquist\', \'J.. (2016\', \'January 7). Sandworm Team and the Ukrainian Power Authority Attacks. Retrieved October 6\', \'2017."",\\n                    ""url"": ""https://www.fireeye.com/blog/threat-research/2016/01/ukraine-and-sandworm-team.html""\\n                },\\n                {\\n                    ""source_name"": ""CrowdStrike VOODOO BEAR""\', \'},\\n                {\\n                    ""source_name"": ""Mandiant-Sandworm-Ukraine-2022"",\\n                    ""description"": ""Ken Proska\', \'John Wolfram\', \'Jared Wilson\', \'Dan Black\', \'Keith Lunden\', \'Daniel Kapellmann Zafra\', \'Nathan Brubaker\', \'Tyler Mclellan\', \'Chris Sistrunk. (2023\', \'November 9). Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology. Retrieved March 28\', \'2024.""\', \'},\\n                {\\n                    ""source_name"": ""Mandiant-Sandworm-Ukraine-2022"",\\n                    ""description"": ""Ken Proska\', \'John Wolfram\', \'Jared Wilson\', \'Dan Black\', \'Keith Lunden\', \'Daniel Kapellmann Zafra\', \'Nathan Brubaker\', \'Tyler Mclellan\', \'Chris Sistrunk. (2023\', \'November 9). Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology. Retrieved March 28\', \'2024.""\', \'""description"": ""Ken Proska\', \'John Wolfram\', \'Jared Wilson\', \'Dan Black\', \'Keith Lunden\', \'Daniel Kapellmann Zafra\', \'Nathan Brubaker\', \'Tyler Mclellan\', \'Chris Sistrunk. (2023\', \'November 9). Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology. Retrieved March 28\', \'2024."",\\n                    ""url"": ""https://www.mandiant.com/resources/blog/sandworm-disrupts-power-ukraine-operational-technology""\\n                }\\n            ],\']']",2022 Ukraine Electric Power Attack,1,0.913090092314604,0.9999999999,1,0,1,0.826554656248808,0.206638664062202,,,,,,,,,,,
What techniques were used by the Sandworm Team in the 2022 Ukraine Electric Power Attack?,"1. GOGETTER
        2. Neo-REGEORG
        3. CaddyWiper
        4. Living off the land (LotL) techniques

        Reference(s):
        1. Mandiant - Sandworm - Ukraine - 2022 (<https://www.mandiant.com/resources/blog/sandworm-disrupts-power-ukraine-operational-technology>)","['[\'""description"": ""[2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025) was a [Sandworm Team](https://attack.mitre.org/groups/G0034) campaign during which they used [Industroyer](https://attack.mitre.org/software/S0604) malware to target and disrupt distribution substations within the Ukrainian power grid. This campaign was the second major public attack conducted against Ukraine by [Sandworm Team](https://attack.mitre.org/groups/G0034).(Citation: ESET ""description"": ""Ken Proska\', \'John Wolfram\', \'Jared Wilson\', \'Dan Black\', \'Keith Lunden\', \'Daniel Kapellmann Zafra\', \'Nathan Brubaker\', \'Tyler Mclellan\', \'Chris Sistrunk. (2023\', \'November 9). Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology. Retrieved March 28\', \'2024."",\\n                    ""url"": ""https://www.mandiant.com/resources/blog/sandworm-disrupts-power-ukraine-operational-technology""\\n                }\\n            ]\', \'""description"": ""Ken Proska\', \'John Wolfram\', \'Jared Wilson\', \'Dan Black\', \'Keith Lunden\', \'Daniel Kapellmann Zafra\', \'Nathan Brubaker\', \'Tyler Mclellan\', \'Chris Sistrunk. (2023\', \'November 9). Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology. Retrieved March 28\', \'2024."",\\n                    ""url"": ""https://www.mandiant.com/resources/blog/sandworm-disrupts-power-ukraine-operational-technology""\\n                }\\n            ]\', \'""description"": ""[2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025) was a [Sandworm Team](https://attack.mitre.org/groups/G0034) campaign during which they used [Industroyer](https://attack.mitre.org/software/S0604) malware to target and disrupt distribution substations within the Ukrainian power grid. This campaign was the second major public attack conducted against Ukraine by [Sandworm Team](https://attack.mitre.org/groups/G0034).(Citation: ESET ""description"": ""The [2022 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0034) was a [Sandworm Team](https://attack.mitre.org/groups/G0034) campaign that used a combination of GOGETTER\', \'Neo-REGEORG\', \'[CaddyWiper](https://attack.mitre.org/software/S0693)\', \'and living of the land (LotL) techniques to gain access to a Ukrainian electric utility to send unauthorized commands from their SCADA system.(Citation: Mandiant-Sandworm-Ukraine-2022)(Citation: ""description"": ""Ken Proska\', \'John Wolfram\', \'Jared Wilson\', \'Dan Black\', \'Keith Lunden\', \'Daniel Kapellmann Zafra\', \'Nathan Brubaker\', \'Tyler Mclellan\', \'Chris Sistrunk. (2023\', \'November 9). Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology. Retrieved March 28\', \'2024."",\\n                    ""url"": ""https://www.mandiant.com/resources/blog/sandworm-disrupts-power-ukraine-operational-technology""\\n                }\\n            ],\']']","GOGETTER, Neo-REGEORG, CaddyWiper, and living off the land (LotL) techniques",1,0.991041774816956,0.9999999999,1,0.5999999988,0.2,0.885435500677611,0.783858875169402,,,,,,,,,,,
Which publication provides details about the 2022 Ukraine Electric Power Attack?,"The 2016 Ukraine Electric Power Attack details are provided by the publication ""Electricity Information Sharing and Analysis Center; SANS Industrial Control Systems. (2016, March 18). Analysis of the Cyber Attack on the Ukranian Power Grid: Defense Use Case. Retrieved March 27, 2018."" This was referenced as ""Ukraine15 - EISAC - 201","['[\'""name"": ""2016 Ukraine Electric Power Attack""\', \'""source_name"": ""IRON VIKING"",\\n                    ""description"": ""(Citation: Secureworks IRON VIKING )(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020)""\\n                },\\n                {\\n                    ""source_name"": ""Leonard TAG 2023"",\\n                    ""description"": ""Billy Leonard. (2023\', \'April 19). Ukraine remains Russia\\\\u2019s biggest cyber focus in 2023. Retrieved March 1\', \'2024.""\', \'{\\n                    ""source_name"": ""Electricity Information Sharing and Analysis Center; SANS Industrial Control Systems March 2016"",\\n                    ""description"": ""Electricity Information Sharing and Analysis Center; SANS Industrial Control Systems 2016\', \'March 18 Analysis of the Cyber Attack on the Ukranian Power Grid: Defense Use Case Retrieved. 2018/03/27 ""\', \'""name"": ""2016 Ukraine Electric Power Attack""\', \'""url"": ""https://www.boozallen.com/content/dam/boozallen/documents/2016/09/ukraine-report-when-the-lights-went-out.pdf""\\n                },\\n                {\\n                    ""source_name"": ""Ukraine15 - EISAC - 201603"",\\n                    ""description"": ""Electricity Information Sharing and Analysis Center; SANS Industrial Control Systems. (2016\', \'March 18). Analysis of the Cyber Attack on the Ukranian Power Grid: Defense Use Case. Retrieved March 27\', \'2018.""\', \'""revoked"": false,\\n            ""external_references"": [\\n                {\\n                    ""source_name"": ""Ukraine15 - EISAC - 201603"",\\n                    ""description"": ""Electricity Information Sharing and Analysis Center; SANS Industrial Control Systems. (2016\', \'March 18). Analysis of the Cyber Attack on the Ukranian Power Grid: Defense Use Case. Retrieved March 27\', \'2018."",\']']",Dragos-Sandworm-Ukraine-2022,,0.964470980280342,0,0,0,0.5,0.778611723143878,0.944441967813106,,,,,,,,,,,
What is the MITRE external ID for the 2022 Ukraine Electric Power Attack?,"1. As of the provided dataset, the MITRE ATT&CK does not contain information about a 2022 Ukraine Electric Power Attack campaign. The dataset only contains information about the 2015 and 2016 Ukraine Electric Power Attack campaigns.
        2. The 2016 Ukraine Electric Power Attack campaign is identified by the MITRE ATT&CK external ID ""C0025"". However, this campaign is not related","['[\'""description"": ""[2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025) was a [Sandworm Team](https://attack.mitre.org/groups/G0034) campaign during which they used [Industroyer](https://attack.mitre.org/software/S0604) malware to target and disrupt distribution substations within the Ukrainian power grid. This campaign was the second major public attack conducted against Ukraine by [Sandworm Team](https://attack.mitre.org/groups/G0034).(Citation: ESET ""name"": ""2016 Ukraine Electric Power Attack""\', \'""description"": ""[2015 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0028) was a [Sandworm Team](https://attack.mitre.org/groups/G0034) campaign during which they used [BlackEnergy](https://attack.mitre.org/software/S0089) (specifically BlackEnergy3) and [KillDisk](https://attack.mitre.org/software/S0607) to target and disrupt transmission and distribution substations within the Ukrainian power grid. This campaign was the first major public attack conducted ""name"": ""2016 Ukraine Electric Power Attack""\', \'""description"": ""Within the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025)\', \'[Industroyer](https://attack.mitre.org/software/S0604) was used to target and disrupt the Ukrainian power grid substation components.(Citation: Dragos Crashoverride 2018)(Citation: ESET Industroyer)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""campaign--aa73efef-1418-4dbe-b43c-87a498e97234""\', \'""description"": ""[2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025) was a [Sandworm Team](https://attack.mitre.org/groups/G0034) campaign during which they used [Industroyer](https://attack.mitre.org/software/S0604) malware to target and disrupt distribution substations within the Ukrainian power grid. This campaign was the second major public attack conducted against Ukraine by [Sandworm Team](https://attack.mitre.org/groups/G0034).(Citation: ESET\']']",C0034,0.666666666666666,0.931371193458007,0.9999999999,0,0,0.25,0.700023677384143,0.175005919346035,,,,,,,,,,,
What mitigation involves restricting code execution to a virtual environment on an endpoint?,"1. Use of security applications such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) to mitigate some exploitation behavior (Citation: Microsoft Security Response Center August 2017).
        2. Implementing control flow integrity checking to potentially identify and stop a software exploit from occurring (Citation: Wikipedia).
        3. Restricting code execution to a virtual environment on an endpoint","['[\'""description"": ""Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: Microsoft Security Response Center August 2017) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia) Many of these protections depend on the architecture ""description"": ""Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: Microsoft Security Response Center August 2017) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia) Many of these protections depend on the architecture ""description"": ""Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: Microsoft Security Response Center August 2017) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia) Many of these protections depend on the architecture to modify a virtual machine\\\\u2019s hardware configuration. They could then deploy an iso image with a malicious AutoRun script to cause the virtual machine to automatically execute the code contained on the disk image. This would enable the execution of malicious code within a virtual machine without needing any prior remote access to that system.\\\\n""\', \'technique. If a device is configured to enable AutoRun or AutoPlay\', \'adversaries may execute code on the device by mounting the removable media to the device\', \'either through physical or virtual means. This may be especially relevant for virtual machine environments where disk images may be dynamically mapped to a guest system on a hypervisor.  \\\\n\\\\nAn example could include an adversary gaining access to a hypervisor through the management interface to modify a virtual machine\\\\u2019s hardware at higher permissions\', \'that can be exploited to gain higher levels of access on the system. This could enable someone to move from unprivileged or user level permissions to SYSTEM or root permissions depending on the component that is vulnerable. This may be a necessary step for an adversary compromising an endpoint system that has been properly configured and limits other privilege escalation methods. (Citation: The MITRE Corporation)"",\']']",Application Isolation and Sandboxing,0.75,0.851858938789133,0.9999999999,0,0,0.0555555555555555,0.79159327946641,0.573335211416386,,,,,,,,,,,
What is the MITRE external ID for Application Isolation and Sandboxing?,"M1026
        Reasoning:
         The provided data includes an entry for Application Isolation and Sandboxing, with an external ID ""M1026"". This ID is unique within the dataset and directly points to the referenced page on the MITRE ATT&CK website, indicating that it is the correct answer to the question.","['[\'""description"": ""Detecting software exploitation may be difficult depending on the tools available. Software exploits may not always succeed or may cause the exploited process to become unstable or crash. Web Application Firewalls may detect improper inputs attempting exploitation."",\\n            ""relationship_type"": ""detects"",\\n            ""source_ref"": ""x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa""\', \'""name"": ""Application Developer Guidance"",\\n            ""description"": ""This mitigation describes any guidance or training given to developers of applications to avoid introducing security weaknesses that an adversary may be able to take advantage of."",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_domains"": [\\n                ""enterprise-attack"",\\n                ""mobile-attack""\\n            ],\\n            ""x_mitre_version"": ""1.1"",\\n            ""type"": ""course-of-action""\', \'""description"": ""Detecting software exploitation may be difficult depending on the tools available. Software exploits may not always succeed or may cause the exploited process to become unstable or crash\', \'which may be recorded in the application log."",\\n            ""relationship_type"": ""detects"",\\n            ""source_ref"": ""x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa"",\\n            ""target_ref"": ""attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee""\', \'""external_id"": ""M1048"",\\n                    ""url"": ""https://attack.mitre.org/mitigations/M1048""\\n                }\\n            ],\\n            ""modified"": ""2020-03-31T13:08:03.851Z"",\\n            ""name"": ""Application Isolation and Sandboxing"",\\n            ""description"": ""Restrict execution of code to a virtual environment on or in transit to an endpoint system."",\\n            ""x_mitre_version"": ""1.1""\', \'""external_id"": ""M1026"",\\n                    ""url"": ""https://attack.mitre.org/mitigations/M1026""\\n                }\\n            ],\\n            ""modified"": ""2020-03-31T13:08:36.655Z"",\\n            ""name"": ""Privileged Account Management"",\\n            ""description"": ""Manage the creation\', \'modification\', \'use\', \'and permissions associated to privileged accounts\', \'including SYSTEM and root."",\\n            ""x_mitre_version"": ""1.1""\', \'""external_id"": ""M1034"",\\n                    ""url"": ""https://attack.mitre.org/mitigations/M1034""\\n                }\\n            ],\\n            ""modified"": ""2020-06-09T20:48:12.326Z"",\\n            ""name"": ""Limit Hardware Installation"",\\n            ""description"": ""Block users or groups from installing or using unapproved hardware on systems\', \'including USB devices."",\\n            ""x_mitre_version"": ""1.0"",\']']",M0948,0.5,0.947128336742097,0,0,0,1,0.780457058790672,0.195114264697668,,,,,,,,,,,
Which guideline is associated with the mitigation strategy of Application Isolation and Sandboxing?,"1. ""Application Isolation will limit the other processes and system features an exploited target can access."" (Related to the target attack pattern: ""32632a95-6856-47b9-9ab7-fea5cd7dce00"")
        2. ""Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing. Other types","['[\'""name"": ""Application Developer Guidance"",\\n            ""description"": ""This mitigation describes any guidance or training given to developers of applications to avoid introducing security weaknesses that an adversary may be able to take advantage of."",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_domains"": [\\n                ""enterprise-attack"",\\n                ""mobile-attack""\\n            ],\\n            ""x_mitre_version"": ""1.1"",\\n            ""type"": ""course-of-action""\', \'""description"": ""Detecting software exploitation may be difficult depending on the tools available. Software exploits may not always succeed or may cause the exploited process to become unstable or crash. Web Application Firewalls may detect improper inputs attempting exploitation."",\\n            ""relationship_type"": ""detects"",\\n            ""source_ref"": ""x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa""\', \'""relationship_type"": ""mitigates"",\\n            ""description"": ""Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.\\\\n"",\\n            ""source_ref"": ""course-of-action--d48b79b2-076d-483e-949c-0d38aa347499"",\\n            ""target_ref"": ""attack-pattern--cfe68e93-ce94-4c0f-a57d-3aa72cedd618"",\\n            ""x_mitre_attack_spec_version"": ""2.1.0""\', \'""relationship_type"": ""mitigates"",\\n            ""description"": ""Application isolation will limit the other processes and system features an exploited target can access. Examples of built in features are software restriction policies\', \'AppLocker for Windows\', \'and SELinux or AppArmor for Linux.\\\\n"",\\n            ""source_ref"": ""course-of-action--059ba11e-e3dc-49aa-84ca-88197f40d4ea"",\\n            ""target_ref"": ""attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00""\', \'""relationship_type"": ""mitigates"",\\n            ""description"": ""Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. Risks of additional exploits and weaknesses in these systems may still exist. (Citation: Dan Goodin March 2017)\\\\n""\', \'""relationship_type"": ""mitigates"",\\n            ""description"": ""Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. Risks of additional exploits and weaknesses in these systems may still exist. (Citation: Dan Goodin March 2017)\\\\n"",\']']",IEC 62443-3-3:2013 - SR 5.4,1,0.844748368179863,0.9999999999,0,0,0.3,0.706817637136275,0.176704409284068,,,,,,,,,,,
What is the purpose of filtering network traffic according to MITRE?,"The purpose of filtering network traffic according to MITRE is to enhance security in industrial control systems (ICS) by using network appliances or software on endpoints to filter incoming and outgoing traffic, perform protocol-based filtering, and configure allow/denylisting of network messages based on the application layer (OSI Layer 7) protocol, especially for automation protocols. This allows for the creation of application allowlists that consider well-defined communication sequences, types, rates","['[\'MITRE). The adversary can also use [Network Sniffing](https://attack.mitre.org/techniques/T0842) to watch network traffic for details about the source\', \'destination\', \'protocol\', \'and content.""\', \'""ics-attack""\\n            ],\\n            ""x_mitre_is_subtechnique"": false,\\n            ""x_mitre_modified_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""x_mitre_platforms"": [\\n                ""None""\\n            ],\\n            ""x_mitre_version"": ""1.1"",\\n            ""x_mitre_data_sources"": [\\n                ""Network Traffic: Network Traffic Flow"",\\n                ""Network Traffic: Network Traffic Content""\\n            ],\\n            ""type"": ""attack-pattern""\', \'""x_mitre_detection"": """",\\n            ""x_mitre_domains"": [\\n                ""ics-attack""\\n            ],\\n            ""x_mitre_is_subtechnique"": false,\\n            ""x_mitre_modified_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""x_mitre_platforms"": [\\n                ""None""\\n            ],\\n            ""x_mitre_version"": ""1.2"",\\n            ""x_mitre_data_sources"": [\\n                ""Network Traffic: Network Traffic Flow""\', \'MITRE). The adversary can also use [Network Sniffing](https://attack.mitre.org/techniques/T0842) to watch network traffic for details about the source\', \'destination\', \'protocol\', \'and content.""\', \'""description"": ""Use network appliances to filter ingress or egress traffic and perform protocol-based filtering. Configure software on endpoints to filter network traffic.   Perform inline allow/denylisting of network messages based on the application layer (OSI Layer 7) protocol\', \'especially for automation protocols. Application allowlists are beneficial when there are well-defined communication sequences\', \'types\', \'rates\', \'or patterns needed during expected system operations. ""name"": ""Filter Network Traffic"",\\n            ""description"": ""Use network appliances to filter ingress or egress traffic and perform protocol-based filtering. Configure software on endpoints to filter network traffic."",\\n            ""x_mitre_version"": ""1.1"",\\n            ""x_mitre_modified_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""spec_version"": ""2.1"",\\n            ""x_mitre_attack_spec_version"": ""2.1.0""\\n        },\\n        {\\n            ""x_mitre_domains"": \']']",To use network appliances to filter ingress or egress traffic and perform protocol-based filtering,0.75,0.999999999999999,0.9999999999,1,0,0.25,0.880755840217099,0.470188960054274,,,,,,,,,,,
What is the MITRE external ID for the 'Filter Network Traffic' course of action?,The MITRE external ID for the 'Filter Network Traffic' course of action is T0842.,"['[\'""name"": ""Filter Network Traffic"",\\n            ""description"": ""Use network appliances to filter ingress or egress traffic and perform protocol-based filtering. Configure software on endpoints to filter network traffic."",\\n            ""x_mitre_version"": ""1.1"",\\n            ""x_mitre_modified_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""spec_version"": ""2.1"",\\n            ""x_mitre_attack_spec_version"": ""2.1.0""\\n        },\\n        {\\n            ""x_mitre_domains"": [ MITRE). The adversary can also use [Network Sniffing](https://attack.mitre.org/techniques/T0842) to watch network traffic for details about the source\', \'destination\', \'protocol\', \'and content.""\', \'""description"": ""Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate\', \'or at least alleviate\', \'the scope of AiTM activity.\\\\n"",\\n            ""relationship_type"": ""mitigates"",\\n            ""source_ref"": ""course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291"",\\n            ""target_ref"": ""attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b"",\\n            ""x_mitre_deprecated"": false\', \'{\\n                    ""source_name"": ""mitre-attack"",\\n                    ""external_id"": ""M1037"",\\n                    ""url"": ""https://attack.mitre.org/mitigations/M1037""\\n                }\\n            ],\\n            ""modified"": ""2020-06-20T20:46:36.342Z"",\\n            ""name"": ""Filter Network Traffic""\', \'""external_id"": ""T0842""\\n                },\\n                {\\n                    ""source_name"": ""Enterprise ATT&CK January 2018"",\\n                    ""description"": ""Enterprise ATT&CK 2018\', \'January 11 Network Sniffing Retrieved. 2018/05/17 "",\\n                    ""url"": ""https://attack.mitre.org/wiki/Technique/T1040""\\n                }\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ]\', \'""name"": ""Filter Network Traffic"",\\n            ""description"": ""Use network appliances to filter ingress or egress traffic and perform protocol-based filtering. Configure software on endpoints to filter network traffic."",\\n            ""x_mitre_version"": ""1.1"",\\n            ""x_mitre_modified_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""spec_version"": ""2.1"",\\n            ""x_mitre_attack_spec_version"": ""2.1.0""\\n        },\\n        {\\n            ""x_mitre_domains"": \']']",M0937,1,1,0.9999999999,0,0,0.25,0.802191445462356,0.200547861365589,,,,,,,,,,,
What document provides guidelines on firewall deployment for SCADA and process control networks?,"The document ""Good Practices Guide for Firewall Deployment"" by Centre for the Protection of National Infrastructure provides guidelines on firewall deployment for SCADA and process control networks. (Retrieved from https://www.energy.gov/sites/prod/files/Good%20Practices%20Guide%20for%20Firewall%20Deployment.pdf)

        Question: What is the advice given for intrusion detection","['[\'protocol aware firewalls. (Citation: Centre for the Protection of National Infrastructure February 2005)""\', \'""description"": ""Use intrusion detection signatures to block traffic at network boundaries.  In industrial control environments\', \'network intrusion prevention should be configured so it will not disrupt protocols and communications responsible for real-time functions related to control or safety."",\\n            ""labels"": [\\n                ""IEC 62443-3-3:2013 - SR 6.2"",\\n                ""IEC 62443-4-2:2019 - CR 6.2"",\\n                ""NIST SP 800-53 Rev. 5 - SI-4""\\n            ]\', \'""description"": ""Tyson Macaulay Michael J. Assante and Robert M. Lee Corero   Industrial Control System (ICS) Security Retrieved. 2019/11/04  The Industrial Control System Cyber Kill Chain Retrieved. 2019/11/04  RIoT Control: Understanding and Managing Risks and the Internet of Things Retrieved. 2019/11/04 ""\', \'protocol aware firewalls. (Citation: Centre for the Protection of National Infrastructure February 2005)""\', \'SCADA protocols. (Citation: William Largent June 2018) (Citation: Carl Hurd March 2019)""\', \'},\\n                {\\n                    ""source_name"": ""Centre for the Protection of National Infrastructure February 2005"",\\n                    ""description"": ""Centre for the Protection of National Infrastructure 2005\', \'February FIREWALL DEPLOYMENT FOR SCADA AND PROCESS CONTROL NETWORKS Retrieved. 2020/09/17 "",\\n                    ""url"": ""https://www.energy.gov/sites/prod/files/Good%20Practices%20Guide%20for%20Firewall%20Deployment.pdf""\\n                }\\n            ],\']']",Centre for the Protection of National Infrastructure February 2005,1,0.807732833296386,0.9999999999,1,0.4999999975,0.2,0.788747090230769,0.197186772557692,,,,,,,,,,,
What is the focus of the 'Restrict Web-Based Content' course of action?,"The focus of the 'Restrict Web-Based Content' course of action is to limit the use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc., in industrial control systems (ICS) to reduce the risk of drive-by compromises, where a user's web browser is targeted and exploited simply by visiting a compromised website, and to mitigate the impact of web-based attacks on ICS networks. This technique is important","['[\'""name"": ""Restrict Web-Based Content"",\\n            ""description"": ""Restrict use of certain websites\', \'block downloads/attachments\', \'block Javascript\', \'restrict browser extensions\', \'etc."",\\n            ""labels"": [\\n                ""IEC 62443-3-3:2013 - SR 2.4"",\\n                ""IEC 62443-4-2:2019 - HDR 2.4"",\\n                ""NIST SP 800-53 Rev. 5 - SC-18""\\n            ],\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_domains"": [\\n                ""ics-attack""\\n            ]\', \'""description"": ""Use network appliances to filter ingress or egress traffic and perform protocol-based filtering. Configure software on endpoints to filter network traffic.   Perform inline allow/denylisting of network messages based on the application layer (OSI Layer 7) protocol\', \'especially for automation protocols. Application allowlists are beneficial when there are well-defined communication sequences\', \'types\', \'rates\', \'or patterns needed during expected system operations. ""name"": ""Restrict Web-Based Content"",\\n            ""description"": ""Restrict use of certain websites\', \'block downloads/attachments\', \'block Javascript\', \'restrict browser extensions\', \'etc."",\\n            ""x_mitre_version"": ""1.0"",\\n            ""x_mitre_modified_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""spec_version"": ""2.1"",\\n            ""x_mitre_attack_spec_version"": ""2.1.0""\\n        },\\n        {\\n            ""modified"": ""2023-09-27T20:18:19.004Z""\', \'""name"": ""Restrict Web-Based Content"",\\n            ""description"": ""Restrict use of certain websites\', \'block downloads/attachments\', \'block Javascript\', \'restrict browser extensions\', \'etc."",\\n            ""labels"": [\\n                ""IEC 62443-3-3:2013 - SR 2.4"",\\n                ""IEC 62443-4-2:2019 - HDR 2.4"",\\n                ""NIST SP 800-53 Rev. 5 - SC-18""\\n            ],\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_domains"": [\\n                ""ics-attack""\\n            ]\', \'""description"": ""Adversaries may gain access to a system during a drive-by compromise\', \'when a user visits a website as part of a regular browsing session. With this technique\', ""the user\'s web browser is targeted and exploited simply by visiting the compromised website. \\\\n\\\\nThe adversary may target a specific community"", \'such as trusted third party suppliers or other industry specific groups\', \'which often visit the target website. This kind of targeted attack relies on a common interest\', \'""name"": ""Restrict Web-Based Content"",\\n            ""description"": ""Restrict use of certain websites\', \'block downloads/attachments\', \'block Javascript\', \'restrict browser extensions\', \'etc."",\\n            ""x_mitre_version"": ""1.0"",\\n            ""x_mitre_modified_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""spec_version"": ""2.1"",\\n            ""x_mitre_attack_spec_version"": ""2.1.0""\\n        },\\n        {\\n            ""modified"": ""2023-09-27T20:18:19.004Z"",\']']","Restricting the use of certain websites, blocking downloads/attachments, blocking Javascript, and restricting browser extensions",0.2,0.960088631108868,0.9999999999,1,0.5999999988,0.5,0.882852444458955,0.6822515726532,,,,,,,,,,,
